O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,Title
47-5022.00,2.B.2.i,Complex Problem Solving,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.a,Operations Analysis,IM,2.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.b,Technology Design,IM,1.88,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.c,Equipment Selection,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.d,Installation,IM,1.50,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.e,Programming,IM,1.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.g,Operations Monitoring,IM,3.62,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.h,Operation and Control,IM,4.12,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.j,Equipment Maintenance,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.k,Troubleshooting,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.l,Repairing,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.3.m,Quality Control Analysis,IM,2.75,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.4.e,Judgment and Decision Making,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.4.g,Systems Analysis,IM,2.25,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.4.h,Systems Evaluation,IM,2.25,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.5.a,Time Management,IM,3.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.5.b,Management of Financial Resources,IM,1.75,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.5.c,Management of Material Resources,IM,1.88,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5022.00,2.B.5.d,Management of Personnel Resources,IM,2.88,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5023.00,2.A.1.a,Reading Comprehension,IM,2.75,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.1.b,Active Listening,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.1.c,Writing,IM,2.38,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.1.d,Speaking,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.1.e,Mathematics,IM,2.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.1.f,Science,IM,1.62,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.2.a,Critical Thinking,IM,3.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.2.b,Active Learning,IM,2.75,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.2.c,Learning Strategies,IM,2.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.A.2.d,Monitoring,IM,3.12,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.a,Social Perceptiveness,IM,2.62,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.b,Coordination,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.c,Persuasion,IM,2.38,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.d,Negotiation,IM,2.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.e,Instructing,IM,2.75,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.1.f,Service Orientation,IM,2.38,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.2.i,Complex Problem Solving,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.a,Operations Analysis,IM,1.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.b,Technology Design,IM,1.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.c,Equipment Selection,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.d,Installation,IM,1.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.e,Programming,IM,1.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.g,Operations Monitoring,IM,4.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.h,Operation and Control,IM,3.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.j,Equipment Maintenance,IM,3.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.k,Troubleshooting,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.l,Repairing,IM,2.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.3.m,Quality Control Analysis,IM,3.00,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.4.e,Judgment and Decision Making,IM,2.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.4.g,Systems Analysis,IM,2.25,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.4.h,Systems Evaluation,IM,2.12,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.5.a,Time Management,IM,2.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.5.b,Management of Financial Resources,IM,1.75,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.5.c,Management of Material Resources,IM,1.88,"Earth Drillers, Except Oil and Gas"
47-5023.00,2.B.5.d,Management of Personnel Resources,IM,2.38,"Earth Drillers, Except Oil and Gas"
47-5032.00,2.A.1.a,Reading Comprehension,IM,3.12,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.1.b,Active Listening,IM,3.88,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.1.c,Writing,IM,2.88,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.1.d,Speaking,IM,3.38,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.1.e,Mathematics,IM,2.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.1.f,Science,IM,1.88,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.2.a,Critical Thinking,IM,3.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.2.b,Active Learning,IM,3.12,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.2.c,Learning Strategies,IM,3.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.A.2.d,Monitoring,IM,3.75,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.b,Coordination,IM,3.12,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.c,Persuasion,IM,2.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.d,Negotiation,IM,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.e,Instructing,IM,3.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.1.f,Service Orientation,IM,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.2.i,Complex Problem Solving,IM,3.38,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.a,Operations Analysis,IM,2.25,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.b,Technology Design,IM,1.75,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.c,Equipment Selection,IM,2.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.d,Installation,IM,1.38,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.e,Programming,IM,1.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.g,Operations Monitoring,IM,3.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.h,Operation and Control,IM,3.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.j,Equipment Maintenance,IM,2.38,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.k,Troubleshooting,IM,2.75,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.l,Repairing,IM,2.12,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.3.m,Quality Control Analysis,IM,2.50,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.4.e,Judgment and Decision Making,IM,3.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.4.g,Systems Analysis,IM,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.4.h,Systems Evaluation,IM,2.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.5.a,Time Management,IM,3.38,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.5.b,Management of Financial Resources,IM,1.62,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.5.c,Management of Material Resources,IM,2.12,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5032.00,2.B.5.d,Management of Personnel Resources,IM,3.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041.00,2.A.1.a,Reading Comprehension,IM,2.75,Continuous Mining Machine Operators
47-5041.00,2.A.1.b,Active Listening,IM,3.00,Continuous Mining Machine Operators
47-5041.00,2.A.1.c,Writing,IM,2.12,Continuous Mining Machine Operators
47-5041.00,2.A.1.d,Speaking,IM,3.00,Continuous Mining Machine Operators
47-5041.00,2.A.1.e,Mathematics,IM,2.00,Continuous Mining Machine Operators
47-5041.00,2.A.1.f,Science,IM,1.38,Continuous Mining Machine Operators
47-5041.00,2.A.2.a,Critical Thinking,IM,3.25,Continuous Mining Machine Operators
47-5041.00,2.A.2.b,Active Learning,IM,2.75,Continuous Mining Machine Operators
47-5041.00,2.A.2.c,Learning Strategies,IM,2.38,Continuous Mining Machine Operators
47-5041.00,2.A.2.d,Monitoring,IM,3.00,Continuous Mining Machine Operators
47-5041.00,2.B.1.a,Social Perceptiveness,IM,2.75,Continuous Mining Machine Operators
47-5041.00,2.B.1.b,Coordination,IM,2.75,Continuous Mining Machine Operators
47-5041.00,2.B.1.c,Persuasion,IM,2.12,Continuous Mining Machine Operators
47-5041.00,2.B.1.d,Negotiation,IM,2.00,Continuous Mining Machine Operators
47-5041.00,2.B.1.e,Instructing,IM,2.38,Continuous Mining Machine Operators
47-5041.00,2.B.1.f,Service Orientation,IM,2.38,Continuous Mining Machine Operators
47-5041.00,2.B.2.i,Complex Problem Solving,IM,3.00,Continuous Mining Machine Operators
47-5041.00,2.B.3.a,Operations Analysis,IM,1.88,Continuous Mining Machine Operators
47-5041.00,2.B.3.b,Technology Design,IM,1.62,Continuous Mining Machine Operators
47-5041.00,2.B.3.c,Equipment Selection,IM,2.38,Continuous Mining Machine Operators
47-5041.00,2.B.3.d,Installation,IM,1.88,Continuous Mining Machine Operators
47-5041.00,2.B.3.e,Programming,IM,1.00,Continuous Mining Machine Operators
47-5041.00,2.B.3.g,Operations Monitoring,IM,3.88,Continuous Mining Machine Operators
47-5041.00,2.B.3.h,Operation and Control,IM,3.88,Continuous Mining Machine Operators
47-5041.00,2.B.3.j,Equipment Maintenance,IM,3.38,Continuous Mining Machine Operators
47-5041.00,2.B.3.k,Troubleshooting,IM,3.25,Continuous Mining Machine Operators
47-5041.00,2.B.3.l,Repairing,IM,3.12,Continuous Mining Machine Operators
47-5041.00,2.B.3.m,Quality Control Analysis,IM,2.88,Continuous Mining Machine Operators
47-5041.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Continuous Mining Machine Operators
47-5041.00,2.B.4.g,Systems Analysis,IM,2.12,Continuous Mining Machine Operators
47-5041.00,2.B.4.h,Systems Evaluation,IM,2.12,Continuous Mining Machine Operators
47-5041.00,2.B.5.a,Time Management,IM,3.00,Continuous Mining Machine Operators
47-5041.00,2.B.5.b,Management of Financial Resources,IM,1.38,Continuous Mining Machine Operators
47-5041.00,2.B.5.c,Management of Material Resources,IM,1.38,Continuous Mining Machine Operators
47-5041.00,2.B.5.d,Management of Personnel Resources,IM,2.62,Continuous Mining Machine Operators
47-5043.00,2.A.1.a,Reading Comprehension,IM,2.38,"Roof Bolters, Mining"
47-5043.00,2.A.1.b,Active Listening,IM,3.12,"Roof Bolters, Mining"
47-5043.00,2.A.1.c,Writing,IM,2.12,"Roof Bolters, Mining"
47-5043.00,2.A.1.d,Speaking,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.A.1.e,Mathematics,IM,2.12,"Roof Bolters, Mining"
47-5043.00,2.A.1.f,Science,IM,1.50,"Roof Bolters, Mining"
47-5043.00,2.A.2.a,Critical Thinking,IM,3.38,"Roof Bolters, Mining"
47-5043.00,2.A.2.b,Active Learning,IM,2.88,"Roof Bolters, Mining"
47-5043.00,2.A.2.c,Learning Strategies,IM,2.25,"Roof Bolters, Mining"
47-5043.00,2.A.2.d,Monitoring,IM,3.25,"Roof Bolters, Mining"
47-5043.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Roof Bolters, Mining"
47-5043.00,2.B.1.b,Coordination,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.1.c,Persuasion,IM,2.25,"Roof Bolters, Mining"
47-5043.00,2.B.1.d,Negotiation,IM,2.12,"Roof Bolters, Mining"
47-5043.00,2.B.1.e,Instructing,IM,2.88,"Roof Bolters, Mining"
47-5043.00,2.B.1.f,Service Orientation,IM,2.38,"Roof Bolters, Mining"
47-5043.00,2.B.2.i,Complex Problem Solving,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.3.a,Operations Analysis,IM,1.25,"Roof Bolters, Mining"
47-5043.00,2.B.3.b,Technology Design,IM,1.12,"Roof Bolters, Mining"
47-5043.00,2.B.3.c,Equipment Selection,IM,2.88,"Roof Bolters, Mining"
47-5043.00,2.B.3.d,Installation,IM,2.00,"Roof Bolters, Mining"
47-5043.00,2.B.3.e,Programming,IM,1.00,"Roof Bolters, Mining"
47-5043.00,2.B.3.g,Operations Monitoring,IM,3.25,"Roof Bolters, Mining"
47-5043.00,2.B.3.h,Operation and Control,IM,3.62,"Roof Bolters, Mining"
47-5043.00,2.B.3.j,Equipment Maintenance,IM,3.12,"Roof Bolters, Mining"
47-5043.00,2.B.3.k,Troubleshooting,IM,3.25,"Roof Bolters, Mining"
47-5043.00,2.B.3.l,Repairing,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.3.m,Quality Control Analysis,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.4.e,Judgment and Decision Making,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.4.g,Systems Analysis,IM,2.25,"Roof Bolters, Mining"
47-5043.00,2.B.4.h,Systems Evaluation,IM,2.25,"Roof Bolters, Mining"
47-5043.00,2.B.5.a,Time Management,IM,3.00,"Roof Bolters, Mining"
47-5043.00,2.B.5.b,Management of Financial Resources,IM,1.88,"Roof Bolters, Mining"
47-5043.00,2.B.5.c,Management of Material Resources,IM,2.00,"Roof Bolters, Mining"
47-5043.00,2.B.5.d,Management of Personnel Resources,IM,2.25,"Roof Bolters, Mining"
47-5044.00,2.A.1.a,Reading Comprehension,IM,2.88,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.1.b,Active Listening,IM,3.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.1.c,Writing,IM,2.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.1.d,Speaking,IM,3.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.1.e,Mathematics,IM,2.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.1.f,Science,IM,1.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.2.a,Critical Thinking,IM,3.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.2.b,Active Learning,IM,2.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.2.c,Learning Strategies,IM,2.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.A.2.d,Monitoring,IM,2.88,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.b,Coordination,IM,3.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.c,Persuasion,IM,2.25,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.d,Negotiation,IM,2.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.e,Instructing,IM,2.25,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.1.f,Service Orientation,IM,2.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.2.i,Complex Problem Solving,IM,2.62,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.a,Operations Analysis,IM,1.75,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.b,Technology Design,IM,1.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.c,Equipment Selection,IM,2.50,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.d,Installation,IM,1.25,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.e,Programming,IM,1.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.g,Operations Monitoring,IM,3.25,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.h,Operation and Control,IM,3.38,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.j,Equipment Maintenance,IM,3.00,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.k,Troubleshooting,IM,3.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.l,Repairing,IM,2.75,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.3.m,Quality Control Analysis,IM,2.12,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.4.e,Judgment and Decision Making,IM,2.38,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.4.g,Systems Analysis,IM,1.62,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.4.h,Systems Evaluation,IM,1.50,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.5.a,Time Management,IM,2.38,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.5.b,Management of Financial Resources,IM,1.62,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.5.c,Management of Material Resources,IM,1.88,"Loading and Moving Machine Operators, Underground Mining"
47-5044.00,2.B.5.d,Management of Personnel Resources,IM,2.25,"Loading and Moving Machine Operators, Underground Mining"
47-5051.00,2.A.1.a,Reading Comprehension,IM,2.75,"Rock Splitters, Quarry"
47-5051.00,2.A.1.b,Active Listening,IM,3.00,"Rock Splitters, Quarry"
47-5051.00,2.A.1.c,Writing,IM,2.12,"Rock Splitters, Quarry"
47-5051.00,2.A.1.d,Speaking,IM,2.62,"Rock Splitters, Quarry"
47-5051.00,2.A.1.e,Mathematics,IM,1.88,"Rock Splitters, Quarry"
47-5051.00,2.A.1.f,Science,IM,1.12,"Rock Splitters, Quarry"
47-5051.00,2.A.2.a,Critical Thinking,IM,2.75,"Rock Splitters, Quarry"
47-5051.00,2.A.2.b,Active Learning,IM,2.12,"Rock Splitters, Quarry"
47-5051.00,2.A.2.c,Learning Strategies,IM,2.00,"Rock Splitters, Quarry"
47-5051.00,2.A.2.d,Monitoring,IM,2.88,"Rock Splitters, Quarry"
47-5051.00,2.B.1.a,Social Perceptiveness,IM,2.50,"Rock Splitters, Quarry"
47-5051.00,2.B.1.b,Coordination,IM,2.75,"Rock Splitters, Quarry"
47-5051.00,2.B.1.c,Persuasion,IM,2.00,"Rock Splitters, Quarry"
47-5051.00,2.B.1.d,Negotiation,IM,1.88,"Rock Splitters, Quarry"
47-5051.00,2.B.1.e,Instructing,IM,2.00,"Rock Splitters, Quarry"
47-5051.00,2.B.1.f,Service Orientation,IM,2.12,"Rock Splitters, Quarry"
47-5051.00,2.B.2.i,Complex Problem Solving,IM,2.75,"Rock Splitters, Quarry"
47-5051.00,2.B.3.a,Operations Analysis,IM,1.25,"Rock Splitters, Quarry"
47-5051.00,2.B.3.b,Technology Design,IM,1.00,"Rock Splitters, Quarry"
47-5051.00,2.B.3.c,Equipment Selection,IM,2.00,"Rock Splitters, Quarry"
47-5051.00,2.B.3.d,Installation,IM,1.00,"Rock Splitters, Quarry"
47-5051.00,2.B.3.e,Programming,IM,1.00,"Rock Splitters, Quarry"
47-5051.00,2.B.3.g,Operations Monitoring,IM,3.12,"Rock Splitters, Quarry"
47-5051.00,2.B.3.h,Operation and Control,IM,3.25,"Rock Splitters, Quarry"
47-5051.00,2.B.3.j,Equipment Maintenance,IM,2.25,"Rock Splitters, Quarry"
47-5051.00,2.B.3.k,Troubleshooting,IM,2.38,"Rock Splitters, Quarry"
47-5051.00,2.B.3.l,Repairing,IM,2.12,"Rock Splitters, Quarry"
47-5051.00,2.B.3.m,Quality Control Analysis,IM,2.25,"Rock Splitters, Quarry"
47-5051.00,2.B.4.e,Judgment and Decision Making,IM,2.62,"Rock Splitters, Quarry"
47-5051.00,2.B.4.g,Systems Analysis,IM,1.62,"Rock Splitters, Quarry"
47-5051.00,2.B.4.h,Systems Evaluation,IM,1.62,"Rock Splitters, Quarry"
47-5051.00,2.B.5.a,Time Management,IM,2.75,"Rock Splitters, Quarry"
47-5051.00,2.B.5.b,Management of Financial Resources,IM,1.50,"Rock Splitters, Quarry"
47-5051.00,2.B.5.c,Management of Material Resources,IM,1.50,"Rock Splitters, Quarry"
47-5051.00,2.B.5.d,Management of Personnel Resources,IM,1.88,"Rock Splitters, Quarry"
47-5071.00,2.A.1.a,Reading Comprehension,IM,2.12,"Roustabouts, Oil and Gas"
47-5071.00,2.A.1.b,Active Listening,IM,2.88,"Roustabouts, Oil and Gas"
47-5071.00,2.A.1.c,Writing,IM,2.12,"Roustabouts, Oil and Gas"
47-5071.00,2.A.1.d,Speaking,IM,2.75,"Roustabouts, Oil and Gas"
47-5071.00,2.A.1.e,Mathematics,IM,2.00,"Roustabouts, Oil and Gas"
47-5071.00,2.A.1.f,Science,IM,1.00,"Roustabouts, Oil and Gas"
47-5071.00,2.A.2.a,Critical Thinking,IM,3.12,"Roustabouts, Oil and Gas"
47-5071.00,2.A.2.b,Active Learning,IM,2.50,"Roustabouts, Oil and Gas"
47-5071.00,2.A.2.c,Learning Strategies,IM,2.25,"Roustabouts, Oil and Gas"
47-5071.00,2.A.2.d,Monitoring,IM,3.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.b,Coordination,IM,2.75,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.c,Persuasion,IM,2.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.d,Negotiation,IM,2.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.e,Instructing,IM,2.25,"Roustabouts, Oil and Gas"
47-5071.00,2.B.1.f,Service Orientation,IM,2.12,"Roustabouts, Oil and Gas"
47-5071.00,2.B.2.i,Complex Problem Solving,IM,2.62,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.a,Operations Analysis,IM,1.12,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.b,Technology Design,IM,1.50,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.c,Equipment Selection,IM,2.38,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.d,Installation,IM,1.12,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.e,Programming,IM,1.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.g,Operations Monitoring,IM,3.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.h,Operation and Control,IM,3.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.j,Equipment Maintenance,IM,2.88,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.k,Troubleshooting,IM,2.75,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.l,Repairing,IM,2.88,"Roustabouts, Oil and Gas"
47-5071.00,2.B.3.m,Quality Control Analysis,IM,3.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.4.e,Judgment and Decision Making,IM,3.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.4.g,Systems Analysis,IM,2.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.4.h,Systems Evaluation,IM,2.00,"Roustabouts, Oil and Gas"
47-5071.00,2.B.5.a,Time Management,IM,2.88,"Roustabouts, Oil and Gas"
47-5071.00,2.B.5.b,Management of Financial Resources,IM,1.62,"Roustabouts, Oil and Gas"
47-5071.00,2.B.5.c,Management of Material Resources,IM,1.88,"Roustabouts, Oil and Gas"
47-5071.00,2.B.5.d,Management of Personnel Resources,IM,2.38,"Roustabouts, Oil and Gas"
47-5081.00,2.A.1.a,Reading Comprehension,IM,2.75,Helpers--Extraction Workers
47-5081.00,2.A.1.b,Active Listening,IM,3.00,Helpers--Extraction Workers
47-5081.00,2.A.1.c,Writing,IM,2.38,Helpers--Extraction Workers
47-5081.00,2.A.1.d,Speaking,IM,2.88,Helpers--Extraction Workers
47-5081.00,2.A.1.e,Mathematics,IM,2.50,Helpers--Extraction Workers
47-5081.00,2.A.1.f,Science,IM,1.38,Helpers--Extraction Workers
47-5081.00,2.A.2.a,Critical Thinking,IM,3.12,Helpers--Extraction Workers
47-5081.00,2.A.2.b,Active Learning,IM,2.88,Helpers--Extraction Workers
47-5081.00,2.A.2.c,Learning Strategies,IM,2.62,Helpers--Extraction Workers
47-5081.00,2.A.2.d,Monitoring,IM,3.75,Helpers--Extraction Workers
47-5081.00,2.B.1.a,Social Perceptiveness,IM,2.75,Helpers--Extraction Workers
47-5081.00,2.B.1.b,Coordination,IM,3.12,Helpers--Extraction Workers
47-5081.00,2.B.1.c,Persuasion,IM,2.12,Helpers--Extraction Workers
47-5081.00,2.B.1.d,Negotiation,IM,2.00,Helpers--Extraction Workers
47-5081.00,2.B.1.e,Instructing,IM,2.38,Helpers--Extraction Workers
47-5081.00,2.B.1.f,Service Orientation,IM,2.38,Helpers--Extraction Workers
47-5081.00,2.B.2.i,Complex Problem Solving,IM,2.88,Helpers--Extraction Workers
47-5081.00,2.B.3.a,Operations Analysis,IM,1.00,Helpers--Extraction Workers
47-5081.00,2.B.3.b,Technology Design,IM,1.75,Helpers--Extraction Workers
47-5081.00,2.B.3.c,Equipment Selection,IM,3.12,Helpers--Extraction Workers
47-5081.00,2.B.3.d,Installation,IM,1.25,Helpers--Extraction Workers
47-5081.00,2.B.3.e,Programming,IM,1.00,Helpers--Extraction Workers
47-5081.00,2.B.3.g,Operations Monitoring,IM,3.62,Helpers--Extraction Workers
47-5081.00,2.B.3.h,Operation and Control,IM,3.50,Helpers--Extraction Workers
47-5081.00,2.B.3.j,Equipment Maintenance,IM,3.50,Helpers--Extraction Workers
47-5081.00,2.B.3.k,Troubleshooting,IM,3.38,Helpers--Extraction Workers
